0 -30.0
100 24.0
200 150.0
300 194.0
400 244.0
500 160.0
600 416.0
700 282.0
800 90.0
900 20.0
1000 94.0
1100 280.0
1200 468.0
1300 484.0
1400 602.0
1500 702.0
1600 696.0
1700 776.0
1800 888.0
1900 848.0
2000 878.0
2100 750.0
2200 604.0
2300 430.0
2400 264.0
2500 118.0
2600 162.0
2700 92.0
2800 242.0
2900 104.0
3000 222.0
3100 162.0
3200 264.0
3300 336.0
3400 520.0
3500 608.0
3600 824.0
3700 1004.0
3800 1040.0
3900 1242.0
4000 1450.0
4100 1742.0
4200 1948.0
4300 2158.0
4400 2376.0
4500 2470.0
4600 2490.0
4700 2498.0
4800 2494.0
4900 2494.0
5000 2496.0
5100 2498.0
5200 2500.0
5300 2498.0
5400 2486.0
5500 2458.0
5600 2376.0
5700 2310.0
5800 2180.0
5900 2068.0
6000 1934.0
6100 1808.0
6200 1660.0
6300 1484.0
6400 1488.0
6500 1336.0
6600 1178.0
6700 1074.0
6800 808.0
6900 678.0
7000 476.0
7100 502.0
7200 434.0
7300 462.0
7400 628.0
