0 6.0
100 -1306.0
200 -2170.0
300 -2494.0
400 -2486.0
500 -2474.0
600 -2402.0
700 -2232.0
800 -2114.0
900 -2010.0
1000 -1862.0
1100 -1756.0
1200 -1690.0
1300 -1684.0
1400 -1596.0
1500 -1528.0
1600 -1498.0
1700 -1448.0
1800 -1362.0
1900 -1382.0
2000 -1352.0
2100 -1356.0
2200 -1330.0
2300 -1312.0
2400 -1318.0
2500 -1290.0
2600 -1344.0
2700 -1386.0
2800 -1338.0
2900 -1356.0
3000 -1366.0
3100 -1390.0
3200 -1428.0
3300 -1450.0
3400 -1496.0
3500 -1564.0
3600 -1560.0
3700 -1624.0
3800 -1700.0
3900 -1812.0
4000 -1894.0
4100 -1972.0
4200 -2112.0
4300 -2268.0
4400 -2408.0
4500 -2452.0
4600 -2486.0
4700 -2498.0
4800 -2492.0
4900 -2498.0
5000 -2496.0
5100 -2500.0
5200 -2494.0
5300 -2496.0
5400 -2492.0
5500 -2458.0
5600 -2384.0
5700 -2282.0
5800 -2152.0
5900 -1964.0
6000 -1864.0
6100 -1816.0
6200 -1704.0
6300 -1590.0
6400 -1590.0
6500 -1566.0
6600 -1500.0
6700 -1456.0
6800 -1438.0
6900 -1388.0
7000 -1342.0
7100 -1406.0
7200 -1326.0
7300 -1340.0
7400 -1320.0
