0 0.0
100 0.6279051952931337
200 1.2533323356430426
300 1.873813145857246
400 2.486898871648548
500 3.090169943749474
600 3.681245526846779
700 4.257792915650726
800 4.817536741017153
900 5.358267949789966
1000 5.877852522924732
1100 6.374239897486897
1200 6.845471059286886
1300 7.289686274214114
1400 7.705132427757891
1500 8.090169943749475
1600 8.443279255020151
1700 8.763066800438637
1800 9.048270524660197
1900 9.297764858882514
2000 9.510565162951535
2100 9.68583161128631
2200 9.822872507286887
2300 9.921147013144777
2400 9.980267284282716
2500 10.0
2600 9.980267284282716
2700 9.921147013144777
2800 9.822872507286887
2900 9.685831611286313
3000 9.510565162951536
3100 9.297764858882514
3200 9.048270524660195
3300 8.763066800438635
3400 8.443279255020151
3500 8.090169943749475
3600 7.705132427757892
3700 7.289686274214114
3800 6.845471059286885
3900 6.374239897486895
4000 5.877852522924733
4100 5.358267949789966
4200 4.817536741017152
4300 4.257792915650729
4400 3.6812455268467814
4500 3.090169943749475
4600 2.4868988716485525
4700 1.8738131458572502
4800 1.2533323356430452
4900 0.6279051952931358
5000 1.2246467991473533e-15
5100 -0.6279051952931335
5200 -1.2533323356430384
5300 -1.8738131458572478
5400 -2.4868988716485503
5500 -3.090169943749469
5600 -3.6812455268467748
5700 -4.257792915650723
5800 -4.81753674101715
5900 -5.358267949789965
6000 -5.87785252292473
6100 -6.374239897486897
6200 -6.845471059286887
6300 -7.289686274214116
6400 -7.705132427757894
6500 -8.090169943749473
6600 -8.443279255020153
6700 -8.763066800438637
6800 -9.048270524660193
6900 -9.29776485888251
7000 -9.510565162951535
7100 -9.685831611286309
7200 -9.822872507286887
7300 -9.921147013144777
7400 -9.980267284282716
