0.0 0.5168539325842697 3.250280401216098
0.5 16.98876404494382 7.393429184189741
1.0 37.235955056179776 8.229874972646655
1.5 68.67415730337079 8.281257138591965
2.0 117.14606741573034 13.140169617188693
2.5 158.51685393258427 44.12701594453986
3.0 380.7415730337079 54.72249256961147
3.5 919.7528089887641 31.014052957871005
4.0 1360.1573033707866 24.028493795419333
4.5 1750.426966292135 24.50493536185622
5.0 2074.4719101123596 22.039846390928876
5.5 2298.1348314606744 21.696160801186007
6.0 2416.7865168539324 12.50121064709232
6.5 2467.0561797752807 8.373794799161688
7.0 2487.8651685393256 4.997057586435872
7.5 2495.3932584269664 2.882016996293285
8.0 2498.4044943820227 2.102535126420866
8.5 2499.4157303370785 1.129870120447329
9.0 2499.7078651685392 0.8238338328010499
9.5 2499.932584269663 0.3609523236900901
10.0 2499.955056179775 0.29642485299489707
